TIS_ID,LOCATION_LINK_DESC,LGA,ALL_VEHICLE_DAILY_VOLUME_AVG,TRUCKS_DAILY_VOLUME_AVG,DAILY_AVG_%_OF_VOLUME_OF_TRUCKS,LATITUDE,LONGITUDE,SUBURB,POSTCODE
6785, MACAULAY ROAD btwn STUBBS STREET & BOUNDARY ROAD,MELBOURNE,6600,398.0,0.07,-37.7952041,144.9368655, North Melbourne , 3051
5828, MAGID DRIVE btwn PARK ROAD & PRINCES HIGHWAY EAST,CASEY,5100,,,-38.0191833,145.29912180000002, Narre Warren , 3805
6789, MARTIN STREET btwn ST KILDA STREET & NEW STREET,BAYSIDE,2800,,,-37.8959905,144.99231719999997, Brighton , 3186
8585, MURRUNGOWER ROAD btwn PRINCES HIGHWAY EAST & GLEN ARTE ROAD,EAST GIPPSLAND,28,7.0,0.3,-37.6227489,148.67960549999998, Cabbage Tree Creek , 3889
8113, SPRINGVALE ROAD btwn MONASH FREEWAY Onramp & MONASH FREEWAY,MONASH,27000,860.0,0.04,-37.908401700000006,145.1606161, Mulgrave , 3170
7205, SPRINGVALE ROAD btwn WHITEHORSE ROAD & CANTERBURY ROAD,WHITEHORSE,24000,829.0,0.04,-37.826599200000004,145.1743994, Nunawading , 3131
7792, RACECOURSE ROAD btwn WESTERN LINK TOLLWAY & WESTERN LINK TOLLWAY,MELBOURNE,17000,893.0,0.06,-37.7889611,144.9380112, North Melbourne , 3051
6661, FISHERIES ROAD btwn SOUTH GIPPSLAND HIGHWAY & BAXTER-TOORADIN ROAD,CASEY,2200,130.0,0.07,-38.179775799999994,145.31449469999998, Devon Meadows , 3977
5725, FLINDERS STREET btwn WURUNDJERI WAY & SPENCER STREET,MELBOURNE,11000,646.0,0.07,-37.8215119,144.9536415, Docklands , 3008
6139, FLINDERS STREET btwn BATMAN AVENUE FREEWAY & WELLINGTON PARADE,MELBOURNE,7300,438.0,0.07,-37.8158588,144.9728927, Melbourne , 3000
6321, FOUNDRY ROAD btwn HARVESTER ROAD & HAMPSHIRE ROAD,BRIMBANK,5800,349.0,0.07,-37.77925689999999,144.8312945, Sunshine , 3020
7383, RUSHALL CRESCENT btwn KNEEN STREET & QUEENS PARADE,YARRA,2000,,,-37.7842566,144.99135880000003, Fitzroy North , 3068
6478, RYAN ROAD btwn PRINCES HIGHWAY EAST & PRINCES HIGHWAY EAST,CARDINIA,3900,232.0,0.07,-38.06554379999999,145.51636159999998, Pakenham , 3810
6481, SANDY POINT ROAD btwn BALNARRING BEACH ROAD & COOLART ROAD,MORNINGTON PENINSULA,511,30.0,0.07,-38.3750839,145.1368078, Balnarring , 3926
6864, SCHOOL ROAD btwn BELGRAVE-GEMBROOK ROAD & SELBY-AURA ROAD,YARRA RANGES,3900,232.0,0.07,-37.9187829,145.3969925, Menzies Creek , 3159
8961, VENTNOR ROAD btwn UNNAMED & BACK BEACH ROAD,BASS COAST,1100,114.0,0.12,-38.5007374,145.1539426, Ventnor , 3922
8963, HOOD ROAD btwn FISHER STREET & OXLEY STREET,GEELONG,1100,70.0,0.08,-38.1222976,144.6646844, Portarlington , 3223
8408, POINT NEPEAN ROAD btwn DUNDAS STREET & TRUEMANS ROAD,MORNINGTON PENINSULA,13000,1200.0,0.11,-38.370736,144.8413054, Tootgarook , 3941
8967, YARRA BOULEVARD btwn YARRA BOULEVARD & MCEVOY STREET,BOROONDARA,990,20.0,0.02,-37.8059481,145.00112980000003, Kew , 3101
9378, STAWELL-WARRACKNABEAL ROAD btwn MCINTYRES ROAD & GLENORCHY-HORSHAM ROAD,NORTHERN GRAMPIANS,244,73.0,0.37,-36.7666609,142.6314744, Rupanyup , 3388
9382, BROADWAY btwn LORQUON ROAD & LORQUON ROAD,HINDMARSH,152,15.0,0.12,-36.139654,141.9857349, Jeparit , 3423
9532, GREAT OCEAN ROAD btwn MORLEY AVENUE & SARSFIELD STREET,COLAC OTWAY,821,153.0,0.23,-38.6329728,143.8954881, Wye River , 3234
9177, GREAT OCEAN ROAD btwn OLD PRINCETOWN ROAD & BEECH FOREST-LAVERS HILL ROAD,CORANGAMITE,950,70.0,0.09,-38.7359467,143.2509897, Yuulong , 3237
9181, GREAT OCEAN ROAD btwn PRINCES HIGHWAY WEST & COBDEN-WARRNAMBOOL ROAD,MOYNE,266,10.0,0.05,-38.3868961,142.6250167, Allansford , 3277
8977, LAKE WARTOOK ROAD btwn LAKE WARTOOK ROAD Start & MT VICTORY ROAD,NORTHERN GRAMPIANS,102,1.0,0.01,-37.1030948,142.4226396, Zumsteins , 3401
6963, MANESTAR ROAD btwn BOUNDARY ROAD & ALBERS ROAD,CARDINIA,822,49.0,0.07,-37.9781314,145.39064199999999, Beaconsfield Upper , 3808
6759, MASKELLS HILL ROAD btwn ARBOR AVENUE & TEMPLE ROAD,YARRA RANGES,3900,232.0,0.07,-37.9194315,145.3683649, Selby , 3159
6969, MCBRIDE STREET btwn BAILEY ROAD & PAKENHAM ROAD,CARDINIA,1100,63.0,0.07,-37.9356023,145.4900802, Cockatoo , 3781
6410, ST LEONARDS ROAD btwn ST LEONARDS ROAD Start & DONNELLYS WEIR ROAD,YARRA RANGES,405,24.0,0.07,-37.6224897,145.5176139, Healesville , 3777
7332, NEW STREET btwn HEAD STREET & MARTIN STREET,BAYSIDE,6100,370.0,0.07,-37.8942927,144.9950781, Brighton , 3186
6417, NICHOLSON STREET btwn DENNIS STREET & BARKLY STREET,MARIBYRNONG,5800,349.0,0.07,-37.7992378,144.8996717, Footscray , 3011
7003, NORMANBY ROAD btwn NORMANBY ROAD & KAMBROOK ROAD,GLEN EIRA,2300,137.0,0.07,-37.8721772,145.03563180000003, Caulfield North , 3161
7340, OAKLANDS ROAD btwn CRAIGIEBURN ROAD & SOMERTON ROAD,HUME,1700,103.0,0.07,-37.607696399999995,144.8402696, Oaklands Junction , 3063
7343, OLD EMERALD ROAD btwn OLD EMERALD ROAD & MACCLESFIELD ROAD,YARRA RANGES,3900,232.0,0.07,-37.86281029999999,145.4192102, Monbulk , 3793
6424, ORMOND ROAD btwn GLEN HUNTLY ROAD & ST KILDA STREET,PORT PHILLIP,3200,,,-37.8850084,144.98697190000001, Elwood , 3184
6427, ORRONG ROAD btwn GLEN EIRA ROAD & GLENHUNTLY ROAD,GLEN EIRA,4500,269.0,0.07,-37.8814914,145.0064948, Elsternwick , 3185
5831, MCARTHUR ROAD btwn LOWER HEIDELBERG ROAD & BURKE ROAD,BANYULE,4000,,,-37.7750672,145.0623641, Ivanhoe East , 3079
6794, MCCLELLAND AVENUE btwn AVALON ROAD & OLD MELBOURNE ROAD,GEELONG,2400,223.0,0.11,-38.02663870000001,144.43070880000002, Lara , 3212
6797, MCCORMICKS ROAD btwn WEDGE ROAD & HALL ROAD,FRANKSTON,5100,305.0,0.07,-38.0952369,145.1983848, Skye , 3977
9351, CLUNES-CRESWICK ROAD btwn LATROBE STREET & CLUNES ROAD,HEPBURN,1100,102.0,0.12,-37.3513096,143.8450901, Glendonald , 3364
9745, LEXTON-TALBOT ROAD btwn PEEL STREET & WEST STREET,PYRENEES,116,25.0,0.27,-37.233852899999995,143.6109137, Burnbank , 3371
10289, MACEDON-WOODEND HIGHWAY btwn ALPINE AVENUE & UNNAMED,MACEDON RANGES,1100,58.0,0.07,-37.4265573,144.5540375, Macedon , 3440
9357, AVENUE OF HONOUR btwn CALDER HIGHWAY & MONTGOMERYS LANE,MACEDON RANGES,2000,107.0,0.07,-37.3292406,144.52327240000002, Woodend North , 3442
10692, THOMPSON ROAD btwn MORGAN STREET & SEPARATION STREET,GEELONG,9600,683.0,0.09,-38.1053367,144.3444478, North Geelong , 3215
10511, GILLIES STREET btwn HOWITT STREET & STURT STREET,BALLARAT,12000,1100.0,0.11,-37.5474174,143.820656, Lake Wendouree , 3350
7058, SELBY-AURA ROAD btwn OLD MENZIES CREEK ROAD & AURA VALE ROAD,CARDINIA,3900,232.0,0.07,-37.9224211,145.3969515, Menzies Creek , 3159
7394, SHAWS ROAD btwn HEATHS ROAD & TARNEIT ROAD,WYNDHAM,4000,,,-37.8890462,144.6529165, Werribee , 3030
7063, SHERBOURNE ROAD btwn MOUNTAIN VIEW ROAD & KARINGAL DRIVE,BANYULE,5900,355.0,0.07,-37.7099278,145.1272055, Briar Hill , 3088
6872, SKYE ROAD btwn FRANKSTON-DANDENONG ROAD & MORNINGTON PENINSULA ROUTE Onramp,FRANKSTON,7500,452.0,0.07,-38.1297474,145.13454109999998, Frankston , 3199
6875, SOMERTON ROAD btwn UNNAMED & OAKLANDS ROAD,HUME,3900,232.0,0.07,-37.6287893,144.8288905, Bulla , 3428
5939, PORT ROAD btwn PORT ROAD & WEST BOUNDARY ROAD,GLENELG,3500,960.0,0.34,-38.345324100000006,141.5871299, Portland , 3305
5942, MURRAY VALLEY HIGHWAY btwn BUTT STREET & MURRAY VALLEY HIGHWAY Town Bound,MOIRA,2800,422.0,0.19,-35.9254789,145.475441, Strathmerton , 3641
5946, WYNDHAM STREET btwn NURMURKAH ROAD & HIGH STREET,SHEPPARTON,15000,876.0,0.07,-36.3738856,145.4008064, Shepparton , 3630
5000, GOULBURN VALLEY FREEWAY btwn WAHRING-MURCHISON EAST ROAD & WAHRING-MURCHISON EAST ROAD,STRATHBOGIE,2200,458.0,0.25,-36.6829525,145.2347292, Wahring , 3608
9530, GREAT OCEAN ROAD btwn YARRINGA ROAD & UNNAMED,SURF COAST,3000,171.0,0.07,-38.4639441,144.1032705, Aireys Inlet , 3231
9533, GREAT OCEAN ROAD btwn TIGER LANE & SKENES CREEK ROAD,COLAC OTWAY,1400,106.0,0.1,-38.7252657,143.7097465, Skenes Creek , 3233
9541, PHILLIP ISLAND ROAD btwn PANORAMA DRIVE & BOYS HOME ROAD,BASS COAST,6900,458.0,0.08,-38.519242799999994,145.3654891, San Remo , 3925
9543, THOMPSON AVENUE btwn COWES-RHYLL ROAD & THE ESPLANADE,BASS COAST,4100,195.0,0.06,-38.455851,145.23898259999999, Cowes , 3922
9665, MAILORS FLAT-KOROIT ROAD btwn MCVICAR STREET & SOUTHERN CROSS ROAD,MOYNE,2200,257.0,0.14,-38.294563000000004,142.389946, Koroit , 3282
9668, PENSHURST-WARRNAMBOOL ROAD btwn DAWSON STREET & WOOLSTHORPE-HEYWOOD ROAD,MOYNE,975,118.0,0.15,-38.132154,142.32625969999998, Hawkesdale , 3287
9103, SPENCER ROAD btwn HAMILTON-PORT FAIRY ROAD & PENSHURST-PORT FAIRY ROAD,MOYNE,332,61.0,0.23,-38.275653600000005,142.2271112, Kirkstall , 3283
9097, BUCHAN ROAD btwn BUCHAN ROAD Town Bound & BRUTHEN-BUCHAN ROAD,EAST GIPPSLAND,1200,159.0,0.17,-37.7327003,147.9415794, Nowa Nowa , 3887
10003, WATTLE STREET btwn LARUNDEL STREET & MALLEE HIGHWAY,SWAN HILL,110,20.0,0.22,-35.05470089999999,142.88286540000001, Manangatang , 3546
9441, CITY ROAD btwn POWER STREET & KINGS WAY,MELBOURNE,11000,676.0,0.07,-37.8249168,144.96130259999998, Southbank , 3006
10010, BEST STREET btwn SEA LAKE-SWAN HILL ROAD & HORACE STREET,BULOKE,197,28.0,0.18,-35.504191399999996,142.85564419999997, Sea Lake , 3533
5584, HENTY HIGHWAY btwn CEMETERY ROAD & KEWELL ROAD,YARRIAMBIACK,1100,154.0,0.16,-36.386494,142.3947141, Kellalac , 3393
6652, ELIZABETH DRIVE btwn GAP ROAD & MITCHELLS LANE,HUME,4000,,,-37.581382500000004,144.7087417, Sunbury , 3429
5715, ERAMOSA ROAD btwn COOLART ROAD & FRANKSTON-FLINDERS ROAD,MORNINGTON PENINSULA,3000,180.0,0.07,-38.222213,145.16513510000001, Somerville , 3912
6628, CRAIGIE ROAD btwn NEPEAN HIGHWAY & DUNNS ROAD,MORNINGTON PENINSULA,3900,232.0,0.07,-38.256508700000005,145.03878400000002, Mount Martha , 3934
6277, DARLING ROAD btwn MALVERN ROAD & WAVERLEY ROAD,STONNINGTON,4600,275.0,0.07,-37.8734357,145.0600322, Malvern East , 3145
6098, DAWSON STREET btwn GRANTHAM STREET & SYDNEY ROAD,MORELAND,7100,429.0,0.07,-37.770866299999994,144.9556036, Brunswick , 3056
6282, DEPARTURE DRIVE btwn ARRIVAL DRIVE & UNNAMED,HUME,3900,232.0,0.07,-37.6708031,144.8488, Melbourne Airport , 3045
6635, DERRIL ROAD btwn MORNINGTON-TYABB ROAD & BENTONS ROAD,MORNINGTON PENINSULA,2400,147.0,0.07,-38.252775299999996,145.1038897, Moorooduc , 3933
6288, DOCTORS GULLY ROAD btwn BANNONS LANE & BROCKS ROAD,NILLUMBIK,1300,106.0,0.09,-37.6093722,145.1781007, Nutfield , 3099
6289, DORCAS STREET btwn FERRARS STREET & CECIL STREET,PORT PHILLIP,3200,,,-37.8340742,144.9568626, South Melbourne , 3205
6292, DOUGLAS STREET btwn HEATHERTON ROAD & CHANDLER ROAD,DANDENONG,2900,174.0,0.07,-37.9695576,145.17958869999998, Noble Park , 3174
10697, HOFFMANS ROAD btwn ROSEHILL ROAD & BUCKLEY STREET,MOONEE VALLEY,4900,308.0,0.07,-37.7514127,144.88995390000002, Essendon , 3040
10699, WERRIBEE STREET btwn BALLAN ROAD & PRINCES HIGHWAY,WYNDHAM,14000,1300.0,0.11,-37.902357,144.6527025, Werribee , 3030
10517, FISH CREEK-YANAKIE ROAD btwn FOSTER-PROMONTORY ROAD & MEENIYAN-PROMONTORY ROAD,SOUTH GIPPSLAND,465,40.0,0.11,-38.80557879999999,146.1961442, Yanakie , 3960
10701, ORMOND ROAD btwn WESTERN FREEWAY & WESTERN FREEWAY,MOORABOOL,384,59.0,0.19,-37.5500161,144.05220469999998, Springbank , 3352
11084, DROUIN-WARRAGUL ROAD btwn PRINCES HIGHWAY EAST Offramp & CHARLES STREET,BAW BAW,3900,325.0,0.11,-38.1710287,145.9698666, Nilma , 3821
10800, BAXTER-TOORADIN ROAD btwn LARNACH ROAD & CANNONS CREEK ROAD,CASEY,5900,331.0,0.06,-38.2026161,145.2821751, Cannons Creek , 3977
10609, CRANBOURNE-FRANKSTON ROAD btwn PEARCEDALE ROAD & HALL ROAD,CASEY,9900,826.0,0.1,-38.116812599999996,145.2510494, Cranbourne , 3977
11088, PRINCES WAY btwn PRINCES FREEWAY EAST & PRINCES FREEWAY EAST,BAW BAW,8300,307.0,0.05,-38.1418143,145.8841477, Drouin , 3818
11089, PRINCESS WAY btwn PRINCES HIGHWAY EAST Offramp & PRINCES FREEWAY EAST,BAW BAW,4900,542.0,0.14,-38.095544200000006,145.8359841, Drouin , 3818
8975, GREAT OCEAN ROAD btwn CURDIEVALE-PORT CAMPBELL ROAD & COBDEN-PORT CAMPBELL ROAD,CORANGAMITE,580,44.0,0.09,-38.611988700000005,142.9989459, Port Campbell , 3269
9182, BEMM RIVER ROAD btwn PRINCES HIGHWAY EAST & SYDENHAM PARADE,EAST GIPPSLAND,41,4.0,0.1,-37.713632000000004,148.8924163, Bemm River , 3889
9539, MARYSVILLE-WOODS POINT ROAD btwn BUXTON-MARYSVILLE ROAD & LADY TALBOT DRIVE,MURRINDINDI,85,11.0,0.16,-37.510802500000004,145.7515594, Marysville , 3779
9820, OLD DANDENONG ROAD btwn KINGSTON ROAD & BOUNDARY ROAD,KINGSTON,9300,936.0,0.12,-37.9626262,145.1042536, Heatherton , 3202
9822, WATTLE STREET btwn MALLEE HIGHWAY & MANANGATANG-SEA LAKE ROAD,SWAN HILL,110,20.0,0.22,-35.055428799999994,142.88291230000002, Manangatang , 3546
10008, CITY ROAD btwn MORAY STREET & CLARENDON STREET,MELBOURNE,7300,456.0,0.07,-37.8268088,144.95908169999998, Southbank , 3006
9173, GREAT OCEAN ROAD btwn ANGLESEA ROAD & BELLS BOULEVARD,SURF COAST,2800,174.0,0.08,-38.3372075,144.27441100000001, Bellbrae , 3228
10721, FISH CREEK-FOSTER ROAD btwn FISH CREEK-YANAKIE ROAD & FISH CREEK-FOSTER ROAD,SOUTH GIPPSLAND,523,47.0,0.11,-38.6898724,146.1444171, Fish Creek , 3959
10389, BALLARAT-MARYBOROUGH ROAD btwn UNNAMED & BALLARAT STREET,CENTRAL GOLDFIELDS,1500,228.0,0.18,-37.1178266,143.71663769999998, Daisy Hill , 3465
9448, COHUNA-KOONDROOK ROAD btwn KERANG-KOONDROOK ROAD & COHUNA-KOONDROOK ROAD Town Bound,GANNAWARRA,647,117.0,0.22,-35.7291683,144.1578604, Gannawarra , 3568
10017, DURHAM OX ROAD btwn BOORT-PYRAMID ROAD & BARBER STREET,LODDON,187,33.0,0.21,-36.0564464,144.1089505, Pyramid Hill , 3575
11178, SWANSEA ROAD btwn HEREFORD ROAD & HULL ROAD,YARRA RANGES,12000,1000.0,0.1,-37.7700514,145.3619375, Lilydale , 3140
11182, MT DANDENONG ROAD btwn WICKLOW AVENUE & BAYSWATER ROAD,MAROONDAH,13000,679.0,0.06,-37.800974100000005,145.2733146, Croydon , 3136
11183, MOUNTAIN HIGHWAY btwn LIVERPOOL ROAD & FOREST ROAD,KNOX,4200,196.0,0.05,-37.8526506,145.311272, The Basin , 3154
11185, DORSET ROAD btwn BORONIA ROAD & BURWOOD HIGHWAY,KNOX,16000,524.0,0.04,-37.874251799999996,145.2849679, Ferntree Gully , 3156
11757, DORSET ROAD btwn BELLARA DRIVE & LINCOLN ROAD,MAROONDAH,5300,312.0,0.07,-37.779022399999995,145.29381669999998, Croydon , 3136
6644, DUKE STREET btwn BALLARAT ROAD & DEVONSHIRE ROAD,BRIMBANK,3800,231.0,0.07,-37.7827717,144.8465973, Braybrook , 3019
5707, RYE OCEAN BEACH ROAD btwn ROBERTS STREET & BROWNS ROAD,MORNINGTON PENINSULA,2300,136.0,0.07,-38.386334600000005,144.8161912, Rye , 3941
5709, DURHAM ROAD btwn MT DANDENONG ROAD & CAMBRIDGE ROAD,YARRA RANGES,3900,235.0,0.07,-37.8013057,145.3219334, Kilsyth , 3137
6120, EDWARD ROAD btwn PAYNES ROAD & SWITCHBACK ROAD,YARRA RANGES,3400,207.0,0.07,-37.7401444,145.31957880000002, Chirnside Park , 3116
5712, ELGIN STREET btwn RATHDOWNE STREET & JOHNSTON STREET,MELBOURNE,9500,572.0,0.07,-37.797718200000006,144.9726832, Carlton , 3053
6305, ENGLISH STREET btwn HOOD STREET & TULLAMARINE FREEWAY Offramp,MOONEE VALLEY,1700,104.0,0.07,-37.725707799999995,144.8910981, Airport West , 3042
7377, RINGWOOD STREET btwn RINGWOOD BYPASS & WHITEHORSE ROAD,MAROONDAH,5900,358.0,0.07,-37.81322,145.2273498, Ringwood , 3134
7379, ROSAMOND ROAD btwn RALEIGH ROAD & WILLIAMSON ROAD,MARIBYRNONG,7400,444.0,0.07,-37.7722785,144.88610690000002, Maribyrnong , 3032
7382, RUFUS STREET btwn HIGH STREET & DAVISSON STREET,WHITTLESEA,3900,232.0,0.07,-37.648736,145.027916, Epping , 3076
6862, RUSSELL STREET btwn BOURKE STREET & COLLINS STREET,MELBOURNE,11000,,,-37.813790999999995,144.9685534, Melbourne , 3004
6863, SALMON STREET btwn MARINE PARADE & HIGH STREET,MORNINGTON PENINSULA,3900,232.0,0.07,-38.307192,145.1935449, Hastings , 3915
9046, KEILOR PARK DRIVE btwn OLD CALDER HIGHWAY & WESTERN RING ROAD Offramp,BRIMBANK,9900,972.0,0.11,-37.732122499999996,144.8508311, Keilor East , 3033
7931, PYRENEES HIGHWAY btwn BRIDPORT STREET & ELGIN ROAD,CENTRAL GOLDFIELDS,941,134.0,0.18,-37.0694914,143.5957066, Bung Bong , 3465
7932, MAIN ROAD btwn DUKE STREET & PYRENEES HIGHWAY,MOUNT ALEXANDER,3200,334.0,0.13,-37.081087700000005,144.2581364, Chewton , 3451
8517, BURWOOD HIGHWAY btwn FERNTREE GULLY ROAD & DORSET ROAD,KNOX,24000,855.0,0.04,-37.8838814,145.2810833, Ferntree Gully , 3156
7934, BURWOOD HIGHWAY  btwn STATION STREET & MIDDLEBOROUGH ROAD,WHITEHORSE,18000,944.0,0.06,-37.851411999999996,145.1261446, Burwood , 3125
7936, TOORAK ROAD btwn TOORONGA ROAD & BURKE ROAD,BOROONDARA,13000,262.0,0.02,-37.8451629,145.0494869, Hawthorn East , 3123
8862, MCIVOR ROAD btwn POWELLS AVENUE & MCIVOR HIGHWAY,BENDIGO,6500,670.0,0.13,-36.75983170000001,144.32280490000002, Strathdale , 3550
6476, RUSSELL STREET btwn COLLINS STREET & FLINDERS STREET,MELBOURNE,11000,,,-37.8157549,144.9694533, Melbourne , 3000
7387, SANDY ROAD btwn BANYAN STREET & TRUEMANS ROAD,MORNINGTON PENINSULA,3900,232.0,0.07,-38.417954200000004,144.84240259999999, Fingal , 3939
7390, SASSAFRAS CREEK ROAD btwn SASSAFRAS CREEK ROAD & BOUCHER LANE,YARRA RANGES,3900,232.0,0.07,-37.87682,145.3714521, Kallista , 3791
6486, SEBIRE AVENUE btwn VICTORIA ROAD & WARBURTON HIGHWAY,YARRA RANGES,3900,232.0,0.07,-37.7751436,145.4349187, Wandin North , 3139
10824, EMERALD-MONBULK ROAD btwn DAVID HILL ROAD & KALLISTA-EMERALD ROAD,YARRA RANGES,386,30.0,0.09,-37.8976446,145.4431623, Emerald , 3782
10173, DALTON ROAD btwn METROPOLITAN RING ROAD Offramp & SETTLEMENT ROAD,WHITTLESEA,26000,4600.0,0.21,-37.6885461,145.0281428, Thomastown , 3074
11098, COOPER STREET btwn HIGH STREET & DAVISSON STREET,WHITTLESEA,6500,389.0,0.07,-37.6521729,145.0265901, Epping , 3076
11105, INVERLOCH-TARWIN LOWER ROAD btwn CUTTRISS STREET & INVERLOCH-VENUS BAY ROAD,SOUTH GIPPSLAND,978,141.0,0.18,-38.628214,145.8229976, Pound Creek , 3996
10544, KORUMBURRA-WARRAGUL ROAD btwn STUART STREET & RANCEBY ROAD,SOUTH GIPPSLAND,841,124.0,0.18,-38.404532700000004,145.8326646, Korumburra , 3950
10153, FISH CREEK-YANAKIE ROAD btwn WARATAH ROAD & FOSTER-PROMONTORY ROAD,SOUTH GIPPSLAND,357,28.0,0.09,-38.7219188,146.12075869999998, Fish Creek , 3959
10522, ORMOND ROAD btwn WESTERN HIGHWAY Offramp & WESTERN FREEWAY,MOORABOOL,384,59.0,0.19,-37.551761799999994,144.0519491, Wallace , 3352
10830, ELTHAM-YARRA GLEN ROAD btwn MAIN ROAD & KANGAROO GROUND-WARRANDYTE ROAD,NILLUMBIK,6900,391.0,0.07,-37.7008771,145.1990219, Kangaroo Ground , 3097
8431, NORTHERN HIGHWAY btwn BENNET STREET & MCIVOR HIGHWAY,BENDIGO,2300,427.0,0.23,-36.9065558,144.69501090000003, Heathcote , 3523
7668, RAILWAY PLACE btwn NORTHERN HIGHWAY & ELMORE-RAYWOOD ROAD,BENDIGO,2300,394.0,0.22,-36.49006729999999,144.6116009, Elmore , 3558
7297, HUME FREEWAY btwn GOULBURN VALLEY HIGHWAY Onramp & GOULBURN VALLEY HIGHWAY,MITCHELL,13000,2700.0,0.26,-36.980948100000006,145.1419545, Seymour , 3660
7306, HIGH STREET btwn HUON STREET & WODONGA STREET,WODONGA,12000,476.0,0.05,-36.1141201,146.89248510000002, Wodonga , 3690
8442, SEA LAKE ROBINVALE ROAD btwn ROBINVALE ROAD & ROBINVALE ROAD,SWAN HILL,4500,705.0,0.19,-34.6003221,142.77203830000002, Robinvale , 3549
8222, SOUTH GIPPSLAND HIGHWAY btwn LONGFORD-LOCH SPORT ROAD & SALE-SEASPRAY ROAD,WELLINGTON,3000,440.0,0.18,-38.16780429999999,147.08725330000001, Longford , 3851
8252, COMMERCIAL ROAD btwn COMMERCIAL ROAD & SOUTH GIPPSLAND HIGHWAY,WELLINGTON,3300,348.0,0.13,-38.569038799999994,146.6747468, Yarram , 3971
7312, SOUTH GIPPSLAND HIGHWAY btwn FOSTER ROAD & TOORA ROAD,SOUTH GIPPSLAND,1400,158.0,0.14,-38.642453499999995,146.2660538, Foster , 3960
8055, STUD ROAD btwn MONASH FREEWAY Offramp & HEATHERTON ROAD,DANDENONG,14000,689.0,0.06,-37.9668731,145.22405780000003, Dandenong North , 3175
8056, STUD ROAD btwn FERNTREE GULLY ROAD & KELLETTS ROAD,KNOX,23000,1200.0,0.06,-37.9043192,145.2368387, Knoxfield , 3180
9049, DONNYBROOK ROAD btwn EPPING ROAD & PLENTY ROAD,WHITTLESEA,3600,443.0,0.14,-37.5534403,145.0701532, Woodstock , 3751
9610, SPRINGVALE BYPASS btwn CENTRE ROAD & BREAR STREET,DANDENONG,22000,2100.0,0.11,-37.9372845,145.14049939999998, Springvale , 3171
8660, HALLAM SOUTH ROAD btwn PRINCES HIGHWAY EAST & HALLAM ROAD,CASEY,8900,888.0,0.12,-38.0173409,145.271026, Hallam , 3803
9247, HALLAM NORTH ROAD btwn HEATHERTON ROAD & BELGRAVE-HALLAM ROAD,CASEY,9300,325.0,0.04,-37.9838594,145.2775905, Narre Warren North , 3804
8665, BACCHUS MARSH-GEELONG ROAD btwn WOOLPACK ROAD & EXFORD ROAD,MOORABOOL,2700,331.0,0.15,-37.7034479,144.4566314, Maddingley , 3340
9617, SPENCER STREET btwn HAWKE STREET & DUDLEY STREET,MELBOURNE,11000,831.0,0.09,-37.8084284,144.94865280000002, West Melbourne , 3003
9251, BARRABOOL ROAD btwn SHANNON AVENUE & FERNDALE PARADE,GEELONG,15000,778.0,0.06,-38.168881799999994,144.3288104, Belmont , 3216
8674, OLD MELBOURNE ROAD btwn WESTERN HIGHWAY Onramp & WESTERN FREEWAY,MOORABOOL,1600,86.0,0.07,-37.598317200000004,144.2582177, Ballan , 3342
8683, COLLEGE CRESCENT btwn CEMETERY ROAD WEST & COLLEGE CRESCENT,MELBOURNE,32000,2000.0,0.07,-37.7920054,144.9625931, Parkville , 3010
9065, VICTORIA STREET btwn ABBOTSFORD STREET & CURZON STREET,MELBOURNE,5500,344.0,0.07,-37.8048471,144.946457, West Melbourne , 3003
9069, VICTORIA STREET btwn SWANSTON STREET & SWANSTON STREET,MELBOURNE,20000,1200.0,0.07,-37.8066325,144.9626694, Carlton , 3053
9266, VICTORIA PARADE btwn BRUNSWICK STREET & LANSDOWNE STREET,MELBOURNE,25000,1600.0,0.07,-37.808620700000006,144.9776382, East Melbourne , 3002
8688, BALLARAT-BURRUMBEET ROAD btwn WESTERN FREEWAY & WESTERN FREEWAY,BALLARAT,12000,1600.0,0.17,-37.5597999,143.91852969999997, Warrenheip , 3352
6057, CARINISH ROAD btwn CLAYTON ROAD & CENTRE ROAD,MONASH,4500,,,-37.9267391,145.1237804, Clayton , 3168
5109, CAVE HILL ROAD btwn BERESFORD ROAD & MAIN STREET,YARRA RANGES,4000,241.0,0.07,-37.75334539999999,145.3437184, Lilydale , 3140
6249, CENTRE ROAD btwn ARRIVAL DRIVE & MELBOURNE DRIVE,HUME,15000,900.0,0.07,-37.6702333,144.8533119, Melbourne Airport , 3045
6252, CHAPEL STREET btwn HIGH STREET & DANDENONG ROAD,STONNINGTON,4800,292.0,0.07,-37.8546779,144.99283459999998, Windsor , 3181
6610, CHARLES STREET btwn COTHAM ROAD & WELLINGTON STREET,BOROONDARA,3100,,,-37.8085236,145.0351977, Kew , 3101
6070, CHEDDAR ROAD btwn CROOKSTON ROAD & CARROL STREET,DAREBIN,8300,503.0,0.07,-37.710691499999996,145.0120862, Reservoir , 3073
5119, CHURCH ROAD btwn HEIDELBERG-KINGLAKE ROAD & KANGAROO GROUND-ST ANDREWS ROAD,NILLUMBIK,3900,232.0,0.07,-37.6291169,145.2311071, Panton Hill , 3759
