TIS_ID,LOCATION_LINK_DESC,LGA,ALL_VEHICLE_DAILY_VOLUME_AVG,TRUCKS_DAILY_VOLUME_AVG,DAILY_AVG_%_OF_VOLUME_OF_TRUCKS,LATITUDE,LONGITUDE,SUBURB,POSTCODE
1364, CAMPERDOWN-COBDEN ROAD btwn COBDEN-STONEYFORD ROAD & SMITHS ROAD,CORANGAMITE,1300,103.0,0.09,-38.3167235,143.0843102, Cobden , 3266
1734, COBDEN-STONEYFORD ROAD btwn CAMPERDOWN-COBDEN ROAD & PRINCES HIGHWAY WEST,CORANGAMITE,651,103.0,0.2,-38.3492633,143.212443, South Purrumbete , 3260
2264, COBDEN-SCOTTS CREEK ROAD btwn COBDEN-TERANG ROAD & UNNAMED,CORANGAMITE,1400,185.0,0.17,-38.330307700000006,143.06212140000002, Cobden , 3266
2266, DYNON ROAD btwn DOCK LINK ROAD & LLOYD STREET,MELBOURNE,17000,1800.0,0.12,-37.802423700000006,144.92312619999998, West Melbourne , 3003
2210, VENTNOR ROAD btwn VENTNOR ROAD & UNNAMED,BASS COAST,302,13.0,0.05,-38.5115606,145.1241746, Summerlands , 3922
1674, BELLS BOULEVARD btwn GREAT OCEAN ROAD & JAROSITE ROAD,SURF COAST,793,35.0,0.05,-38.3584637,144.2843014, Jan Juc , 3228
1299, THE ESPLANADE btwn SECOND AVENUE & MURRADOC ROAD,GEELONG,1200,95.0,0.1,-38.16790770000001,144.71748540000002, St Leonards , 3223
1303, POINT NEPEAN ROAD btwn EASTBOURNE ROAD & BONEO ROAD,MORNINGTON PENINSULA,6100,508.0,0.1,-38.3624484,144.8807744, Capel Sound , 3940
2224, GREAT OCEAN ROAD btwn BEECH FOREST-LAVERS HILL ROAD & OTWAY LIGHTHOUSE TOURIST ROAD,COLAC OTWAY,594,36.0,0.07,-38.777268799999995,143.4265934, Glenaire , 3238
1696, MOUNTJOY PARADE btwn UNNAMED & DEANS MARSH ROAD,SURF COAST,951,58.0,0.07,-38.5464896,143.98344540000002, Lorne , 3232
1321, GREAT OCEAN ROAD btwn BELLS BOULEVARD & UNNAMED,SURF COAST,3300,246.0,0.09,-38.338978000000004,144.2892645, Jan Juc , 3228
1326, ARTHURS SEAT ROAD btwn BOUNDARY ROAD & GLENONE AVENUE,MORNINGTON PENINSULA,935,61.0,0.08,-38.342092799999996,144.956191, Dromana , 3936
1704, PHILLIP ISLAND ROAD btwn BERMAGUI CRESCENT & VENTNOR BEACH ROAD,BASS COAST,3300,161.0,0.06,-38.482111100000004,145.2563026, Cowes , 3922
1707, CAMERON DRIVE btwn UNNAMED & UNNAMED,MACEDON RANGES,73,2.0,0.03,-37.3848044,144.5757966, Mount Macedon , 3441
1908, MT DANDENONG TOURIST ROAD btwn MOUNTAIN HIGHWAY & SASSAFRAS CREEK ROAD,YARRA RANGES,2300,142.0,0.07,-37.8657802,145.3525194, Sassafras , 3787
1331, RYRIE STREET btwn MOORABOOL STREET & GHERINGHAP STREET,GEELONG,13000,1400.0,0.14,-38.1489648,144.3585521, Geelong , 3220
2238, RYRIE STREET btwn CONNOR STREET & GARDEN STREET,GEELONG,16000,1500.0,0.12,-38.1529829,144.37297900000002, East Geelong , 3219
1912, DRYSDALE ROAD btwn RESERVE ROAD & DRYSDALE ROAD,GEELONG,11000,579.0,0.07,-38.183021600000004,144.5520023, Drysdale , 3222
2002, DARLINGTON ROAD btwn HAMILTON HIGHWAY & PRINCES HIGHWAY WEST,CORANGAMITE,322,40.0,0.15,-38.099103799999995,143.0943295, Bookaar , 3260
2005, VINCENT STREET btwn HIGH STREET & BARKLY STREET,ARARAT,1900,223.0,0.14,-37.2830763,142.9316923, Ararat , 3377
1420, ARARAT-WARRNAMBOOL ROAD btwn ROSSBRIDGE-STREATHAM ROAD & GLENELG HIGHWAY,ARARAT,369,103.0,0.34,-37.6004173,142.83731640000002, Lake Bolac , 3351
1421, WELLINGTON PARADE btwn LANSDOWNE STREET & JOLIMONT ROAD,MELBOURNE,15000,930.0,0.07,-37.8156097,144.97823469999997, East Melbourne , 3002
1827, TRIO ROAD btwn BOURKE STREET & CALDER FREEWAY,MACEDON RANGES,2100,120.0,0.07,-37.257021,144.4706106, Kyneton , 3444
1424, CRAIGIEBURN ROAD btwn HUME FREEWAY & CRAIGIEBURN-HUME IN RAMP,HUME,2000,244.0,0.14,-37.5994911,144.9449602, Craigieburn , 3064
1426, MAROONA-GLENTHOMPSON ROAD btwn ARARAT-WARRNAMBOOL ROAD & MAIN STREET,ARARAT,382,73.0,0.23,-37.4823316,142.7984649, Maroona , 3377
2339, WARRNAMBOOL-CARAMUT ROAD btwn KOROIT-WOOLSTHORPE ROAD & HIGH STREET,MOYNE,790,55.0,0.09,-38.22071270000001,142.4353791, Winslow , 3281
2566, NOWA NOWA ROAD btwn BRUTHEN-BUCHAN ROAD & PRINCES HIGHWAY EAST,EAST GIPPSLAND,921,159.0,0.21,-37.7081844,148.0696642, Nowa Nowa , 3887
2399, APSLEY-NATIMUK ROAD btwn NATIMUK-FRANCES ROAD & KANIVA-EDENHOPE ROAD,WEST WIMMERA,92,20.0,0.28,-36.7668092,141.1015517, Neuarpurr , 3413
1447, NATIMUK-HAMILTON ROAD btwn HORSHAM-NORADJUHA ROAD & WOMBELANO ROAD,HORSHAM,162,47.0,0.36,-37.005086600000006,141.92963730000002, Toolondo , 3401
1243, ABERDEEN STREET btwn DEVIATION ROAD & MINERVA ROAD,GEELONG,7100,551.0,0.1,-38.1415891,144.3203178, Newtown , 3220
1246, KIEWA VALLEY HIGHWAY btwn WODONGA-YACKANDANDAH ROAD & LINDSAY ROAD,WODONGA,1900,178.0,0.12,-36.2058532,146.97349880000002, Baranduda , 3691
1247, KIEWA VALLEY HIGHWAY btwn RUNNING CREEK ROAD & BRIGHT-TAWONGA ROAD,ALPINE,396,40.0,0.13,-36.629436,147.1040539, Coral Bank , 3691
1253, WEST GATE FREEWAY btwn MILLERS ROAD & WEST GATE FREEWAY Onramp,HOBSONS BAY,83000,11000.0,0.15,-37.8246155,144.8526845, Altona North , 3025
1066, ALEXANDRA PARADE btwn QUEENS PARADE & BRUNSWICK STREET,YARRA,36000,3400.0,0.11,-37.793144,144.9795914, Fitzroy , 3065
1266, EASTERN FREEWAY btwn DONCASTER RD & BULLEEN RD,BOROONDARA,70000,3600.0,0.06,-37.7797789,145.0954024, Bulleen , 3105
1597, GREENSBOROUGH HIGHWAY btwn METROPOLITAN RING ROAD & GRIMSHAW STREET,BANYULE,29000,2200.0,0.08,-37.700167799999996,145.09099419999998, Greensborough , 3088
1075, LOWER PLENTY ROAD btwn GREENSBOROUGH ROAD & ROSANNA ROAD,BANYULE,29000,1300.0,0.05,-37.736032,145.0769911, Rosanna , 3084
1277, METROPOLITAN RING ROAD btwn METROPOLITAN RING ROAD Onramp & METROPOLITAN RING ROAD Offramp,WHITTLESEA,53000,2700.0,0.06,-37.686710999999995,145.04977209999998, Thomastown , 3074
891,WESTERN RING RD BTWN CALDER FWY & AIRPORT DR,BRIMBANK,61000,8000.0,0.15,-37.7214516,144.86819640000002, Tullamarine , 3043
893, WESTERN RING ROAD btwn SUNSHINE AVENUE & WESTERN RING ROAD Onramp,BRIMBANK,35000,3300.0,0.11,-37.7520011,144.8304535, Sunshine North , 3020
1580, HAMILTON HIGHWAY btwn INVERLEIGH-SHELFORD ROAD & PHILLIPS ROAD,GOLDEN PLAINS,1700,351.0,0.26,-38.097791799999996,144.0266212, Inverleigh , 3321
1743, TIMBOON-COLAC ROAD btwn COBDEN-PORT CAMPBELL ROAD & LAVERS HILL-COBDEN ROAD,CORANGAMITE,345,46.0,0.17,-38.448207700000005,143.1182995, Scotts Creek , 3267
2270, BAILEY STREET btwn TIMBOON-NULLAWARRE ROAD & BARRETT STREET,CORANGAMITE,837,94.0,0.14,-38.4830143,142.97294240000002, Timboon , 3268
1751, KING STREET btwn LATROBE STREET & LONSDALE STREET,MELBOURNE,17000,1100.0,0.07,-37.813444700000005,144.9543732, Melbourne , 3000
1045, HAMILTON HIGHWAY btwn STRATHVEN ROAD & UNNAMED,CORANGAMITE,1100,226.0,0.24,-38.0225869,143.5991486, Cressy , 3322
861, HAMILTON HIGHWAY btwn UNNAMED & FRIEND IN HAND ROAD,GOLDEN PLAINS,2700,349.0,0.16,-38.1139408,144.1648093, Murgheboluc , 3218
1050, ABERDEEN STREET btwn PAKINGTON STREET & LATROBE TERRACE,GEELONG,7400,363.0,0.06,-38.1470899,144.3498761, Geelong West , 3220
1053, KIEWA VALLEY HIGHWAY btwn YACKANDANDAH-DEDERANG ROAD & RUNNING CREEK ROAD,ALPINE,563,69.0,0.15,-36.4896093,147.044977, Dederang , 3691
1588, WEST GATE FREEWAY btwn WEST GATE FREEWAY Offramp & MILLERS ROAD,HOBSONS BAY,83000,11000.0,0.15,-37.8248191,144.8460894, Brooklyn , 3012
1256, WEST GATE FREEWAY btwn ramps at Western link,MELBOURNE,70000,6700.0,0.11,-37.827595,144.92461719999997, Port Melbourne , 3207
1065, ALEXANDRA PARADE btwn BRUNSWICK STREET & NICHOLSON STREET,YARRA,38000,3700.0,0.11,-37.7929227,144.97752240000003, Fitzroy North , 3068
1067, EASTERN FWY BTWN HODDLE ST & CHANDLER HWY,YARRA,65000,2400.0,0.04,-37.792235,145.01020659999998, Fairfield , 3078
884, GREENSBOROUGH ROAD btwn ERSKINE ROAD & LOWER PLENTY ROAD,BANYULE,21000,805.0,0.04,-37.7325039,145.0789935, Macleod , 3085
1894, GRAMPIANS ROAD btwn SILVERBAND ROAD & MT ABRUPT ROAD,ARARAT,114,20.0,0.21,-37.325437799999996,142.52238180000003, Mafeking , 3379
1147, SOUTH GIPPSLAND HIGHWAY btwn SOUTH GIPPSLAND HIGHWAY & SOUTH GIPPSLAND HIGHWAY,CARDINIA,8800,1200.0,0.15,-38.2645696,145.5489757, Lang Lang , 3984
773, ANDERSON STREET btwn MCCARTIN STREET & SOUTH GIPPSLAND HIGHWAY,SOUTH GIPPSLAND,4300,383.0,0.11,-38.473688700000004,145.9449181, Leongatha , 3953
1119, RAILWAY PLACE btwn ELMORE-RAYWOOD ROAD & MARGARET STREET,BENDIGO,2300,432.0,0.23,-36.495064,144.6081625, Elmore , 3558
777, WHITELAW STREET btwn MIRBOO NORTH-MEENYAN ROAD & WHITELAW STREET,SOUTH GIPPSLAND,2500,304.0,0.15,-38.5774195,146.01629430000003, Meeniyan , 3956
1153, SOUTH GIPPSLAND HIGHWAY btwn BARRY ROAD & SILCOCKS HILL ROAD,SOUTH GIPPSLAND,987,156.0,0.19,-38.6639494,146.3633151, Toora , 3962
1506, COMMERCIAL ROAD btwn DEVON STREET & BUCKLEY STREET,WELLINGTON,2200,123.0,0.07,-38.5569013,146.677426, Yarram , 3971
1508, HIGH STREET btwn MCLOUGHLINS BEACH ROAD & DUKE STREET,WELLINGTON,711,116.0,0.2,-38.5255822,146.87195319999998, Woodside , 3874
1165, DEAKIN AVENUE btwn FIFTEENTH STREET & ELEVENTH STREET EAST,MILDURA,9500,468.0,0.06,-34.197968599999996,142.146804, Mildura , 3500
1168, LODDON VALLEY HIGHWAY btwn BOORT-PYRAMID ROAD & BOORT-PYRAMID ROAD,LODDON,1100,267.0,0.31,-36.1188359,143.9257956, Durham Ox , 3576
1169, EAGLEHAWK ROAD btwn LONG GULLY-WHITE HILL ROAD & CREETH STREET,BENDIGO,8800,416.0,0.06,-36.743736299999995,144.2583384, Long Gully , 3550
979, ST KILDA ROAD btwn INKERMAN STREET & BRIGHTON ROAD,PORT PHILLIP,27000,1400.0,0.06,-37.866361700000006,144.9864376, St Kilda , 3182
981, NEPEAN HIGHWAY btwn NORTH ROAD & HAMPTON STREET,BAYSIDE,35000,1800.0,0.06,-37.9031667,145.0074449, Brighton East , 3187
734, NORTHERN HIGHWAY btwn MOORE ROAD & RAILWAY PLACE,BENDIGO,2700,407.0,0.19,-36.42623029999999,144.6554021, Elmore , 3558
2203, STEIGLITZ ROAD btwn MEREDITH-STEIGLITZ ROAD & BALLAN ROAD,GOLDEN PLAINS,615,57.0,0.11,-37.981938299999996,144.1910326, Sutherlands Creek , 3331
1876, GRAND RIDGE ROAD btwn TARRA VALLEY ROAD & TRARALGON-BALOOK ROAD,LATROBE,2,1.0,0.5,-38.4311835,146.54904240000002, Balook , 3971
1672, CAPE PATERSON ROAD btwn CAPE PATERSON-INVERLOCH ROAD & BAYVIEW AVENUE,BASS COAST,1600,49.0,0.04,-38.6366539,145.71068830000002, Inverloch , 3996
1880, VENTNOR ROAD btwn UNNAMED & BACK BEACH ROAD,BASS COAST,691,95.0,0.17,-38.5007374,145.1539426, Ventnor , 3922
1676, HOOD ROAD btwn FISHER STREET & OXLEY STREET,GEELONG,1100,76.0,0.09,-38.1222976,144.6646844, Portarlington , 3223
1314, GREAT OCEAN ROAD btwn TIMBOON-NULLAWARRE ROAD & MACGILLIVRAY ROAD,MOYNE,838,82.0,0.12,-38.5349027,142.79888180000003, Nirranda South , 3268
1975, FYANSFORD-GHERINGHAP ROAD btwn FRIEND IN HAND ROAD & HAMILTON HIGHWAY,GEELONG,2900,147.0,0.06,-38.1256174,144.277083, Fyansford , 3218
1794, OLD INGLIS STREET btwn GEELONG-BALLAN ROAD & OLD MELBOURNE ROAD,MOORABOOL,2100,84.0,0.05,-37.6001554,144.229981, Ballan , 3342
1979, CEMETERY ROAD WEST btwn MACARTHUR ROAD & CEMETERY ROAD,MELBOURNE,21000,1300.0,0.07,-37.7899267,144.9590366, Parkville , 3052
1799, COLAC-BALLARAT ROAD btwn MORRIS ROAD & HAMILTON HIGHWAY,GOLDEN PLAINS,288,49.0,0.21,-37.945876,143.6624409, Werneth , 3352
1404, INVERLEIGH-SHELFORD ROAD btwn ROKEWOOD-SHELFORD ROAD & HAMILTON HIGHWAY,GOLDEN PLAINS,192,22.0,0.14,-38.052423299999994,143.9898348, Inverleigh , 3321
2312, VICTORIA STREET btwn SWANSTON STREET & SWANSTON STREET,MELBOURNE,20000,1200.0,0.07,-37.8066325,144.9626694, Carlton , 3053
1808, VICTORIA PARADE btwn BRUNSWICK STREET & LANSDOWNE STREET,YARRA,25000,1600.0,0.07,-37.8082138,144.97770669999997, Fitzroy , 3065
1408, OLD SALE ROAD btwn MOORE STREET & THOMPSON ROAD,LATROBE,1400,74.0,0.07,-38.1701519,146.28165669999998, Newborough , 3825
1995, MAIR STREET btwn DAWSON STREET & DOVETON STREET,BALLARAT,7500,306.0,0.05,-37.559295899999995,143.8545689, Ballarat Central , 3350
1810, BALLARAT-BURRUMBEET ROAD btwn WESTERN FREEWAY & WESTERN FREEWAY,BALLARAT,13000,1400.0,0.13,-37.55956,143.9202267, Warrenheip , 3352
1813, BEAUFORT ROAD btwn LAWSON STREET & GLENELG HIGHWAY,CORANGAMITE,498,172.0,0.43,-37.6839655,143.3588823, Skipton , 3361
2360, DARTMOOR-HAMILTON ROAD btwn PORTLAND-CASTERTON ROAD & PRINCES HIGHWAY WEST,GLENELG,215,61.0,0.35,-37.8711114,141.4105534, Winnap , 3304
2415, PORTLAND-CASTERTON ROAD btwn ROBERTSON STREET & COLERAINE-MERINO ROAD,GLENELG,251,47.0,0.23,-37.715120399999996,141.5477945, Merino , 3310
1458, MCCRACKEN AVENUE btwn MCCRACKEN AVENUE Town Bound & DONALD-MURTOA ROAD,BULOKE,373,65.0,0.21,-36.3838283,142.9647563, Donald , 3480
2367, SEAFORD ROAD btwn MORNINGTON PENINSULA ROUTE Offramp & BRUNEL ROAD,FRANKSTON,9000,561.0,0.07,-38.109163,145.14125049999998, Seaford , 3198
2601, LANCEFIELD ROAD btwn UNNAMED & CALDER HIGHWAY Offramp,MACEDON RANGES,2000,152.0,0.09,-37.349472399999996,144.54589130000002, Woodend , 3442
1464, KLAUER STREET btwn HARTNETT DRIVE & MORNINGTON PENINSULA ROUTE,FRANKSTON,4500,282.0,0.07,-38.1188133,145.138799, Seaford , 3198
2425, RUTHERGLEN-SPRINGHURST ROAD btwn FORTUNE STREET & DEVELOPMENTAL ROAD,INDIGO,359,37.0,0.13,-36.126996000000005,146.46885659999998, Lilliput , 3682
2376, BEULAH-BIRCHIP ROAD btwn BIRCHIP-RAINBOW ROAD & SUNRAYSIA HIGHWAY,BULOKE,144,21.0,0.18,-35.9568086,142.6009405, Reedy Dam , 3395
2609, PRINCES HIGHWAY btwn BEACONSFIELD-EMERALD ROAD & BEACONSFIELD AVENUE,CARDINIA,6900,574.0,0.1,-38.048094799999994,145.37043500000001, Beaconsfield , 3807
1473, HIGH STREET btwn MCIVOR HIGHWAY & MITCHELL STREET,BENDIGO,3400,501.0,0.18,-36.9117098,144.6973277, Heathcote , 3523
936, SYDNEY STREET btwn NORTHERN HIGHWAY & POWLETT STREET,MITCHELL,5700,740.0,0.16,-37.2888095,144.9497596, Kilmore , 3764
761, HIGH STREET btwn HIGH STREET & HUME FREEWAY,WODONGA,12000,545.0,0.05,-36.1116519,146.893604, Wodonga , 3690
955, SOUTH GIPPSLAND HIGHWAY btwn GREENS ROAD & LONSDALE STREET,DANDENONG,19000,1200.0,0.07,-38.0086283,145.22922480000003, Dandenong South , 3175
768, SOUTH GIPPSLAND HIGHWAY btwn CLYDE-FIVE WAYS ROAD & JENNIFER STREET,CASEY,7200,776.0,0.12,-38.13908120000001,145.3044827, Cranbourne East , 3977
2206, CHERRY TREE ROAD btwn MCLOUGHLINS BEACH ROAD & CHARLTON STREET,WELLINGTON,92,6.0,0.08,-38.5736503,146.87760319999998, Woodside , 3874
1671, CAPE PATERSON-INVERLOCH ROAD btwn UNNAMED & CAPE PATERSON ROAD,BASS COAST,449,27.0,0.08,-38.6708777,145.66017230000003, Inverloch , 3996
1296, VENTNOR ROAD btwn UNNAMED & UNNAMED,BASS COAST,249,21.0,0.1,-38.5069993,145.1396325, Summerlands , 3922
1675, FISHER STREET btwn NEWCOMBE STREET & HOOD ROAD,GEELONG,1000,59.0,0.07,-38.115588200000005,144.65662340000003, Portarlington , 3223
2213, POINT NEPEAN ROAD btwn HUGHES ROAD & DUNDAS STREET,MORNINGTON PENINSULA,5600,512.0,0.11,-38.363557,144.7903843, Rye , 3941
2216, ARARAT-HALLS GAP ROAD btwn GRAMPIANS ROAD & STAWELL-POMONAL ROAD,NORTHERN GRAMPIANS,349,38.0,0.13,-37.156097700000004,142.5775586, Halls Gap , 3381
1308, YARRA BOULEVARD btwn SOUTHERN LINK TOLLWAY & SOUTHERN LINK TOLLWAY,YARRA,2900,181.0,0.07,-37.8299887,145.01398840000002, Burnley , 3121
1887, YARRA JUNCTION-NOOJEE ROAD btwn LONGMORE ROAD & BENNETT STREET,BAW BAW,347,31.0,0.11,-37.8984907,145.9800245, Noojee , 3833
1890, DON ROAD btwn UNNAMED & UNNAMED,YARRA RANGES,810,46.0,0.07,-37.6966052,145.565049, Badger Creek , 3777
2404, HARROW-BALMORAL ROAD btwn UNNAMED & NATIMUK-HAMILTON ROAD,SOUTHERN GRAMPIANS,241,14.0,0.07,-37.242016,141.8363805, Balmoral , 3407
2591, COLERAINE-EDENHOPE ROAD btwn COLERAINE-BALMORAL ROAD & CASTERTON ROAD,SOUTHERN GRAMPIANS,78,11.0,0.18,-37.5906606,141.6773747, Coleraine , 3315
221, STUD ROAD btwn BURWOOD HIGHWAY & HIGH STREET ROAD,KNOX,18000,942.0,0.06,-37.872570200000006,145.23293930000003, Wantirna South , 3152
416, STUD ROAD btwn MONASH FREEWAY & MONASH FREEWAY,DANDENONG,20000,1100.0,0.06,-37.959907799999996,145.2253896, Dandenong North , 3175
591, FRANKSTON-DANDENONG ROAD btwn ABBOTTS ROAD & THOMPSON ROAD,DANDENONG,10000,779.0,0.09,-38.053625399999994,145.2076368, Dandenong South , 3175
45,WARBURTON HWY BTWN MAROONDAY HWY & VICTORIA RD,YARRA RANGES,5600,343.0,0.07,-37.76027020000001,145.3944176, Lilydale , 3140
1435, MAILORS FLAT-KOROIT ROAD btwn COMMERCIAL ROAD & MCVICAR STREET,MOYNE,1900,208.0,0.13,-38.2926339,142.37177319999998, Koroit , 3282
2393, ALBERT ROAD btwn CANTERBURY ROAD & CECIL STREET,PORT PHILLIP,7800,488.0,0.07,-37.8413127,144.9601932, South Melbourne , 3205
1439, HIGH STREET btwn HECKFIELD STREET & PALMERSTON STREET,MOYNE,432,53.0,0.15,-38.0347669,142.00156869999998, MacArthur , 3286
1442, FERRARS STREET btwn DORCAS STREET & PARK STREET,PORT PHILLIP,10000,630.0,0.07,-37.835541,144.95613, South Melbourne , 3205
1883, POINT NEPEAN ROAD btwn DUNDAS STREET & TRUEMANS ROAD,MORNINGTON PENINSULA,8400,780.0,0.11,-38.370736,144.8413054, Tootgarook , 3941
1304, STAWELL-POMONAL ROAD btwn ARARAT-HALLS GAP ROAD & HOLLOWAY ROAD,NORTHERN GRAMPIANS,182,25.0,0.17,-37.12276729999999,142.6798834, Bellellen , 3381
1884, YARRA BOULEVARD btwn SOUTHERN LINK TOLLWAY & SOUTHERN LINK TOLLWAY Onramp,YARRA,2900,181.0,0.07,-37.8296967,145.0136749, Burnley , 3121
1888, DONNA BUANG ROAD btwn ROAD EIGHTEEN & WOODS POINT ROAD,YARRA RANGES,66,1.0,0.01,-37.7480015,145.70617919999998, Warburton , 3799
2386, ETTRICK-TYRENDARRA ROAD btwn WOOLSTHORPE-HEYWOOD ROAD & PRINCES HIGHWAY WEST,GLENELG,161,9.0,0.07,-38.184759899999996,141.7768942, Tyrendarra , 3285
1122, NORTHERN HIGHWAY btwn HEATHCOTE-ROCHESTER ROAD & BENNET STREET,BENDIGO,1200,256.0,0.27,-36.8607527,144.7030671, Heathcote , 3523
737, NORTHERN HIGHWAY btwn NORTHERN HIGHWAY & BROADFORD-KILMORE ROAD,MITCHELL,4600,414.0,0.11,-37.2659253,144.95514450000002, Moranding , 3764
938, NORTHERN HIGHWAY btwn TAYLORS LANE & HUME FREEWAY Offramp,MITCHELL,12000,865.0,0.09,-37.432423,144.97787309999998, Wallan , 3756
954, OMEO HIGHWAY btwn MCNAMARA ROAD & BILTON STREET,EAST GIPPSLAND,254,24.0,0.12,-37.0923879,147.6008103, Omeo , 3898
958, SOUTH GIPPSLAND HIGHWAY btwn CAMERON STREET & HIGH STREET,CASEY,9900,858.0,0.1,-38.1167321,145.28593069999997, Cranbourne , 3977
962, SOUTH GIPPSLAND HIGHWAY btwn SOUTH GIPPSLAND HIGHWAY & BEATTIES ROAD,CARDINIA,5600,1200.0,0.25,-38.2135886,145.48517180000002, Koo Wee Rup , 3981
963, ELIZABETH STREET btwn KORUMBURRA-WARRAGUL ROAD & SOUTH GIPPSLAND HIGHWAY,SOUTH GIPPSLAND,3500,523.0,0.18,-38.426295399999994,145.8185216, Korumburra , 3950
775, BLAIR STREET btwn OGILVY STREET & MCCARTIN STREET,SOUTH GIPPSLAND,4900,334.0,0.08,-38.4785798,145.94714480000002, Leongatha , 3953
965, WHITELAW STREET btwn SOUTH GIPPSLAND HIGHWAY & GREAVES STREET,SOUTH GIPPSLAND,1700,245.0,0.18,-38.5763975,146.02430719999998, Meeniyan , 3956
1154, MAIN STREET btwn PORT WELSHPOOL ROAD & SOUTH GIPPSLAND HIGHWAY,SOUTH GIPPSLAND,1100,152.0,0.18,-38.6654784,146.43476030000002, Welshpool , 3966
1507, SOUTH GIPPSLAND HIGHWAY btwn YARRUM-TRARALGON ROAD & COMMERCIAL ROAD,WELLINGTON,1700,273.0,0.2,-38.5489344,146.6892053, Yarram , 3971
264, YARRA GLEN-YEA ROAD btwn MELBA HIGHWAY & HEALESVILLE-KINGLAKE ROAD,MURRINDINDI,2100,261.0,0.16,-37.3825115,145.4738314, Glenburn , 3717
264, YARRA GLEN-YEA ROAD btwn MELBA HIGHWAY & HEALESVILLE-KINGLAKE ROAD,MURRINDINDI,2100,261.0,0.16,-37.3825115,145.4738314, Glenburn , 3717
620, SOUTH GIPPSLAND FREEWAY btwn SOUTH GIPPSLAND FREEWAY Offramp & PRINCES HIGHWAY EAST,CASEY,30000,2100.0,0.08,-38.0055844,145.25177119999998, Dandenong South , 3175
624, BULLEEN ROAD btwn EASTERN FREEWAY Offramp & LEONIS AVENUE,BOROONDARA,8700,457.0,0.06,-37.7815793,145.0785541, Balwyn North , 3104
626, BELL STREET btwn ELM GROVE & DRUMMOND STREET,MORELAND,21000,887.0,0.05,-37.7416943,144.97015369999997, Coburg , 3058
81, BELL STREET btwn ALBERT STREET & CHIFLEY DRIVE,DAREBIN,19000,1400.0,0.09,-37.747715500000005,145.0257638, Preston , 3072
466, BANKSIA STREET btwn CAPE STREET & LOWER HEIDELBERG ROAD,BANYULE,24000,1200.0,0.06,-37.759586600000006,145.0678027, Eaglemont , 3084
630, SPRINGVALE ROAD btwn WHITEHORSE ROAD & CANTERBURY ROAD,WHITEHORSE,29000,985.0,0.04,-37.826599200000004,145.1743994, Nunawading , 3131
85, SPRINGVALE ROAD btwn MONASH FREEWAY Onramp & MONASH FREEWAY,MONASH,24000,755.0,0.04,-37.908401700000006,145.1606161, Mulgrave , 3170
635, SPRINGVALE ROAD btwn HEATHERTON ROAD & ATHOL ROAD,DANDENONG,15000,777.0,0.06,-37.966592,145.14940190000002, Springvale South , 3172
637, BELL STREET btwn BELL-BANKSIA LINK & BURGUNDY STREET,BANYULE,6800,422.0,0.07,-37.7546906,145.0553411, Heidelberg Heights , 3081
475, PRINCES HIGHWAY WEST btwn EDGAR STREET & HENTY HIGHWAY,GLENELG,2000,346.0,0.21,-38.222946,141.62306940000002, Heathmere , 3305
478, PRINCES HIGHWAY WEST btwn PENSHURST-PORT FAIRY ROAD & KOROIT-PORT FAIRY ROAD,MOYNE,3900,439.0,0.14,-38.3456451,142.30923169999997, Killarney , 3283
1717, PORTARLINGTON-QUEENSCLIFF ROAD btwn TOWER ROAD & MURRADOC ROAD,GEELONG,836,81.0,0.12,-38.1534828,144.6490321, Portarlington , 3223
1341, BARWON HEADS-OCEAN GROVE ROAD btwn BARWON HEADS-OCEAN GROVE ROAD & UNNAMED,GEELONG,4700,349.0,0.09,-38.2770948,144.50251599999999, Ocean Grove , 3226
1343, BARWON HEADS ROAD btwn SETTLEMENT ROAD & BREAKWATER ROAD,GEELONG,8600,744.0,0.11,-38.1778088,144.35371840000002, Belmont , 3216
1954, LOWER ROY STREET btwn DIMBOOLA-RAINBOW ROAD & BROADWAY,HINDMARSH,206,32.0,0.19,-36.139855499999996,141.9898785, Jeparit , 3423
1958, VINEYARD ROAD btwn GAP ROAD & CALDER HIGHWAY Offramp,HUME,11000,674.0,0.07,-37.593618400000004,144.7142811, Sunbury , 3429
2286, VINEYARD ROAD btwn CALDER HIGHWAY Offramp & DIGGERS REST-COIMADAI ROAD,MELTON,5900,420.0,0.08,-37.6226679,144.7052093, Diggers Rest , 3427
1960, KEILOR PARK DRIVE btwn CALDER HIGHWAY Offramp & CALDER FREEWAY,BRIMBANK,15000,1300.0,0.11,-37.725542299999994,144.84960690000003, Keilor Park , 3042
1784, BELGRAVE-HALLAM ROAD btwn FRAWLEY ROAD & PRINCES HIGHWAY EAST,CASEY,11000,772.0,0.08,-38.004016799999995,145.2738544, Hallam , 3803
1785, BACCHUS MARSH-GEELONG ROAD btwn EXFORD ROAD & BALLAN ROAD,MOORABOOL,2900,240.0,0.1,-37.741086100000004,144.4467362, Parwan , 3340
1973, SPENCER STREET btwn DUDLEY STREET & LATROBE STREET,MELBOURNE,9700,509.0,0.06,-37.8116449,144.9507156, West Melbourne , 3003
1395, BALLAN ROAD btwn PURNELL ROAD & MIDLAND HIGHWAY,GEELONG,1100,100.0,0.11,-38.080321600000005,144.304127, Moorabool , 3213
