OBJECTID,accident_no,accident_date,accident_time,accident_type,day_of_week,road_geometry,severity,speed_zone,node_id,longitude,latitude,suburb,postcode,node_type,lga_name,region_name,total_persons,inj_or_fatal,fatality,seriousinjury,otherinjury,noninjured,males,females,bicyclist,passenger,driver,pedestrian,pillion,motorist,old_pedestrian,old_driver,young_driver,alcohol_related,no_of_vehicles,heavyvehicle,passengervehicle,motorcycle,publicvehicle
3475156,T20180022767,2018-04-12,15.30.00,Collision with vehicle,Tuesday,T intersection,Other injury accident,80 km/hr,930,145.17553,-38.09616,Carrum Downs,3201,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3475157,T20180022771,2018-04-12,18.30.00,Collision with vehicle,Tuesday,T intersection,Other injury accident,50 km/hr,70117,145.02129,-37.95675,Sandringham,3191,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3475158,T20180022772,2018-04-12,16.00.00,Struck Pedestrian,Tuesday,Not at intersection,Other injury accident,50 km/hr,339972,144.94115,-37.645309999999995,Campbellfield,3061,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,No,2,1,1,0,0
3475159,T20180022773,2018-04-12,21.39.00,Struck Pedestrian,Tuesday,Cross intersection,Other injury accident,60 km/hr,38060,145.02062,-37.75443,Thornbury,3071,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,No,1,0,1,0,0
3475160,T20180022774,2018-04-12,06.30.00,Collision with vehicle,Monday,Not at intersection,Other injury accident,110 km/hr,340210,144.61705,-37.699690000000004,Melton City,,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3475161,T20180022777,2018-11-28,10.48.00,Vehicle overturned (no collision),Tuesday,Not at intersection,Other injury accident,100 km/hr,342575,144.99903999999998,-37.29333,Kilmore East,3764,Non-Intersection,MITCHELL,NORTHERN REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3475162,T20180022779,2018-05-12,05.15.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,60 km/hr,36805,145.03059,-37.64502,Epping,3076,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3475163,T20180022781,2018-08-11,08.30.00,Collision with vehicle,Thursday,Not at intersection,Other injury accident,40 km/hr,339966,145.41124,-38.07026,Officer,3809,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,1,0,No,2,0,2,0,0
3475164,T20180022783,2018-05-12,08.10.00,Collision with vehicle,Wednesday,Not at intersection,Other injury accident,60 km/hr,340002,144.98601000000002,-37.86606,St Kilda,3182,Non-Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,1,2,0,0,2,0,0,1,0,0,0,No,4,0,2,1,0
3475165,T20180022785,2018-05-12,08.30.00,Collision with vehicle,Tuesday,T intersection,Other injury accident,60 km/hr,35395,144.95511000000002,-37.83332,Port Phillip City,,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3475166,T20180022787,2018-04-12,14.20.00,Collision with vehicle,Monday,T intersection,Other injury accident,60 km/hr,29860,145.18954,-37.96694,Noble Park,3174,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,No,2,0,1,1,0
3475167,T20180023245,2018-11-12,09.07.00,Collision with vehicle,Monday,Cross intersection,Other injury accident,60 km/hr,40888,145.22715,-37.84763,City of Knox,,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3475168,T20180023253,2018-05-12,20.26.00,Collision with vehicle,Wednesday,Cross intersection,Other injury accident,40 km/hr,36267,144.96038000000001,-37.80818,Melbourne,3000,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,1,No,2,0,1,0,0
3475169,T20180023255,2018-11-12,14.50.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,60 km/hr,340195,144.95726000000002,-37.82582,Southbank,3006,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3475170,T20180023257,2018-11-12,11.00.00,Struck Pedestrian,Monday,Not at intersection,Serious injury accident,Not known,340518,144.35108,-38.19077,Barwarre Road,Australia,Off Road,GEELONG,SOUTH WESTERN REGION,2,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,No,1,0,1,0,0
3475171,T20180023258,2018-11-12,14.30.00,Collision with a fixed object,Tuesday,Not at intersection,Serious injury accident,100 km/hr,340231,146.09105,-38.19995,Yarragon,3823,Non-Intersection,BAW BAW,EASTERN REGION,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,No,1,0,1,0,0
3475172,T20180023259,2018-11-12,15.50.00,Collision with vehicle,Tuesday,T intersection,Other injury accident,60 km/hr,340809,145.00394,-37.84445,Toorak,3142,Non-Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,No,3,0,2,0,0
3475173,T20180023260,2018-11-12,16.20.00,Collision with vehicle,Monday,Not at intersection,Other injury accident,Not known,341081,144.35975,-38.24067,Armstrong Creek,3217,Non-Intersection,GEELONG,SOUTH WESTERN REGION,4,1,0,0,1,3,0,4,0,2,2,0,0,0,0,0,2,No,2,0,2,0,0
3475174,T20180023263,2018-08-12,16.45.00,Collision with vehicle,Friday,T intersection,Other injury accident,50 km/hr,44034,145.00394,-37.71496,Reservoir,3073,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3475175,T20180023264,2018-11-12,15.50.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,40 km/hr,340143,144.76207,-37.72529,Melton City,,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,No,2,0,0,1,0
3475176,T20180023267,2018-11-12,17.30.00,Collision with vehicle,Monday,Cross intersection,Serious injury accident,40 km/hr,65071,144.95678999999998,-37.79567,Morrah Street,Australia,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3475177,T20180023268,2018-11-12,08.05.00,Collision with vehicle,Monday,Not at intersection,Other injury accident,Not known,340233,144.7691,-37.82671,City of Wyndham,,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,No,2,0,1,0,0
3475178,T20180023269,2018-11-12,13.50.00,Collision with vehicle,Monday,T intersection,Other injury accident,50 km/hr,340317,144.91508000000002,-37.62888,Roxburgh Park,3064,Off Road,HUME,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,1,No,2,0,2,0,0
3475179,T20180023270,2018-11-12,14.20.00,Vehicle overturned (no collision),Tuesday,Not at intersection,Other injury accident,100 km/hr,341989,143.75451999999999,-37.11524,Central Goldfields Shire,,Non-Intersection,CENTRAL GOLDFIELDS,WESTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,No,1,1,0,0,0
3475180,T20180023271,2018-11-12,18.12.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,60 km/hr,42226,145.05212,-37.94299,Kingston City,,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,3,2,0,0,2,1,2,1,0,1,2,0,0,0,0,1,1,No,2,0,2,0,0
3475181,T20180021783,2018-11-20,23.00.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,60 km/hr,340956,144.73167,-37.84341,City of Wyndham,,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,3,0,0,1,2,0,0,0,0,0,1,No,2,0,2,0,0
3475182,T20180021784,2018-11-21,00.12.00,Struck Pedestrian,Wednesday,T intersection,Serious injury accident,80 km/hr,39508,145.17564,-37.820679999999996,Nunawading,3131,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,No,1,0,1,0,0
3475183,T20180021787,2018-11-20,17.25.00,Collision with a fixed object,Tuesday,Not at intersection,Other injury accident,100 km/hr,339940,144.83106999999998,-37.712109999999996,Keilor,3036,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,No,1,1,0,0,0
3475184,T20180021797,2018-11-21,07.30.00,Collision with vehicle,Wednesday,Not at intersection,Other injury accident,60 km/hr,191721,145.02494,-37.77991,Alphington,3078,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,No,2,0,2,0,0
3475185,T20180021800,2018-11-21,08.24.00,No collision and no object struck,Tuesday,Cross intersection,Other injury accident,60 km/hr,19424,144.27423000000002,-36.74357,Long Gully,3550,Intersection,BENDIGO,NORTHERN REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,No,2,0,1,1,0
3475186,T20180021801,2018-11-21,08.13.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,100 km/hr,340927,144.44763,-36.77633,Longlea,3551,Non-Intersection,BENDIGO,NORTHERN REGION,2,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,1,No,2,0,1,0,0
3475187,T20180021802,2018-11-14,06.00.00,Collision with vehicle,Wednesday,Cross intersection,Other injury accident,Not known,41485,144.92963,-37.70086,Glenroy,3046,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,2,0,0,0,2,1,0,0,0,0,0,No,2,0,2,0,0
3475188,T20180021803,2018-11-21,07.43.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,110 km/hr,339490,144.60345,-37.69527,Melton City,,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,6,6,0,0,6,0,1,5,0,4,2,0,0,0,0,0,0,No,2,0,2,0,0
3475189,T20180021805,2018-11-21,08.50.00,Collision with vehicle,Tuesday,T intersection,Other injury accident,70 km/hr,339574,145.15445,-37.94023,Springvale,3171,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,No,2,0,2,0,0
3475190,T20180021806,2018-11-21,07.00.00,Collision with vehicle,Wednesday,Not at intersection,Other injury accident,100 km/hr,339506,144.75955,-37.66898,Brimbank City,,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,2,1,0,0,3,0,0,0,0,0,2,No,3,0,3,0,0
3475191,T20180021809,2018-11-21,10.50.00,Collision with vehicle,Wednesday,T intersection,Serious injury accident,60 km/hr,339588,144.34364,-38.205290000000005,Grovedale,3216,Non-Intersection,GEELONG,SOUTH WESTERN REGION,3,1,0,1,0,2,2,1,0,1,2,0,0,0,0,1,0,No,2,0,2,0,0
3475192,T20180021810,2018-11-21,09.35.00,Collision with vehicle,Wednesday,Not at intersection,Other injury accident,80 km/hr,339503,144.71294,-37.60197,Sunbury,3429,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,1,3,0,2,2,0,0,0,0,0,1,No,2,0,2,0,0
3475193,T20180021811,2018-11-21,11.45.00,Collision with a fixed object,Wednesday,Not at intersection,Other injury accident,80 km/hr,340507,144.94288,-37.59686,Craigieburn,3064,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,No,1,0,1,0,0
3475194,T20180022242,2018-11-27,09.50.00,Struck Pedestrian,Tuesday,Not at intersection,Other injury accident,60 km/hr,339798,145.19361,-37.81581,Whitehorse Road,Australia,Non-Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,No,1,0,1,0,0
3475195,T20180022244,2018-08-22,15.35.00,Vehicle overturned (no collision),Wednesday,Not at intersection,Other injury accident,60 km/hr,339741,145.40101,-37.89598,The Patch,3792,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3475196,T20180022249,2018-11-27,06.25.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,60 km/hr,280767,144.99289,-37.744170000000004,Preston,3072,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3475197,T20180022250,2018-11-27,09.12.00,Collision with vehicle,Monday,T intersection,Other injury accident,70 km/hr,226518,145.13491000000002,-37.85207,Burwood East,3151,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,No,2,1,1,0,0
3475198,T20180022251,2018-11-20,17.15.00,Collision with vehicle,Monday,Not at intersection,Other injury accident,40 km/hr,326348,144.96284,-37.77995,Princes Hill,3054,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3475199,T20180022252,2018-11-26,17.10.00,Collision with a fixed object,Sunday,Not at intersection,Other injury accident,80 km/hr,341394,145.63537,-37.598259999999996,Yarra Ranges Shire,,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3475200,T20180022253,2018-11-27,12.20.00,Collision with vehicle,Monday,Not at intersection,Other injury accident,50 km/hr,5176,144.95539,-37.79952,Melbourne City,,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,No,2,0,1,1,0
3475201,T20180022254,2018-11-27,11.53.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,60 km/hr,339857,145.13978999999998,-37.8135,Box Hill North,3129,Non-Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3475202,T20180022255,2018-11-20,14.30.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,Not known,61079,143.83133999999998,-37.60495,Sebastopol,3356,Intersection,BALLARAT,WESTERN REGION,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3475203,T20180022257,2018-11-27,07.23.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,80 km/hr,900,145.1945,-38.0722,Lyndhurst,,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3475204,T20180022261,2018-11-27,11.46.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,100 km/hr,339977,145.15632,-37.90555,Mulgrave,3170,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,4,2,0,0,2,2,2,0,0,1,3,0,0,0,0,0,0,No,3,2,1,0,0
3475205,T20180022264,2018-11-27,14.45.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,80 km/hr,340949,146.90296,-36.11383,Wodonga City,,Non-Intersection,WODONGA,NORTH EASTERN REGION,5,1,0,0,1,4,2,3,0,3,2,0,0,0,0,0,0,No,2,0,2,0,0
3475206,T20180022270,2018-11-27,16.00.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,50 km/hr,45551,144.94468,-37.76494,Brunswick West,3055,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,1,No,2,0,1,1,0
3475207,T20180022789,2018-11-26,19.30.00,Collision with vehicle,Sunday,T intersection,Other injury accident,70 km/hr,15406,144.35073,-38.15742,Newtown,3220,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3475208,T20180022795,2018-05-12,09.55.00,Collision with vehicle,Wednesday,Not at intersection,Other injury accident,40 km/hr,326348,144.96284,-37.77995,Princes Hill,3054,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3475209,T20180022798,2018-05-12,09.00.00,Collision with a fixed object,Tuesday,Not at intersection,Other injury accident,100 km/hr,340696,143.50832,-37.508590000000005,Pyrenees Shire,,Non-Intersection,PYRENEES,WESTERN REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3475210,T20180022799,2018-11-22,15.25.00,Collision with vehicle,Thursday,Cross intersection,Other injury accident,Not known,265474,144.95495,-37.81218,Melbourne,3000,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,No,2,0,1,0,0
3475211,T20180022803,2018-11-19,17.20.00,Collision with vehicle,Sunday,Not at intersection,Other injury accident,80 km/hr,339980,145.15814,-37.922,Mulgrave,3170,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,No,2,0,1,0,0
3475212,T20180022804,2018-05-12,09.12.00,No collision and no object struck,Wednesday,Cross intersection,Other injury accident,40 km/hr,37908,144.99704,-37.779109999999996,Northcote,3070,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,0,2,1,0,2,0,0,0,0,0,0,No,3,0,2,0,0
3475213,T20180022806,2018-01-09,12.20.00,Collision with vehicle,Friday,Cross intersection,Other injury accident,50 km/hr,40086,144.97987,-37.874179999999996,Victoria,,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3475214,T20180022810,2018-05-12,14.30.00,Collision with vehicle,Wednesday,T intersection,Other injury accident,60 km/hr,260769,144.99016,-37.89448,Bayside City,,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,No,2,0,1,1,0
3475215,T20180022812,2018-11-29,17.20.00,Collision with vehicle,Thursday,Not at intersection,Other injury accident,80 km/hr,342089,144.78821000000002,-37.80643,Derrimut,3030,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,2,1,0,0,3,0,0,0,0,0,2,No,3,1,2,0,0
3475216,T20180022814,2018-05-12,14.40.00,No collision and no object struck,Wednesday,Not at intersection,Serious injury accident,50 km/hr,340303,143.59951999999998,-38.368829999999996,Elliminyt,3250,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,No,1,0,0,0,0
3475217,T20180022821,2018-11-28,16.20.00,Collision with vehicle,Wednesday,Cross intersection,Other injury accident,70 km/hr,29795,145.47211000000001,-38.08633,Pakenham,3810,Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3475218,T20180022822,2018-05-12,18.26.00,Collision with vehicle,Tuesday,T intersection,Other injury accident,80 km/hr,221373,144.94662,-37.61251,City of Hume,,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3475219,T20180022823,2018-05-12,18.05.00,Collision with a fixed object,Wednesday,Cross intersection,Serious injury accident,60 km/hr,49228,142.16166,-34.2105,Mildura,3500,Intersection,MILDURA,WESTERN REGION,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,No,1,0,1,0,0
3475220,T20180023273,2018-11-12,18.45.00,collision with some other object,Tuesday,Not at intersection,Other injury accident,Not known,340319,144.96961000000002,-37.816109999999995,Melbourne,3000,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3475221,T20180023276,2018-11-12,18.07.00,Struck animal,Tuesday,Not at intersection,Serious injury accident,110 km/hr,340857,145.62751,-36.71903,Balmattum North Road,Australia,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,No,1,0,0,1,0
3475222,T20180023278,2018-11-12,17.42.00,Collision with vehicle,Monday,T intersection,Serious injury accident,50 km/hr,340190,144.77948,-37.865629999999996,Altona Meadows,3028,Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,1,No,2,0,1,1,0
3475223,T20180023279,2018-11-12,19.40.00,Collision with vehicle,Monday,Not at intersection,Other injury accident,70 km/hr,340847,145.33713,-37.81211,Montrose,3765,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,1,0,No,2,0,1,0,0
3475224,T20180023280,2018-11-12,15.00.00,Fall from or in moving vehicle,Tuesday,T intersection,Serious injury accident,60 km/hr,340419,145.40232,-36.3648,Shepparton,3630,Intersection,SHEPPARTON,NORTH EASTERN REGION,4,1,0,1,0,3,2,2,0,3,1,0,0,0,0,0,0,No,1,0,1,0,0
3475225,T20180023281,2018-05-12,17.00.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,80 km/hr,340203,145.23253,-38.00132,Doveton,3177,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,3,2,0,0,2,1,1,2,0,1,2,0,0,0,0,0,1,No,2,0,2,0,0
3475226,T20180023282,2018-11-12,19.30.00,Collision with a fixed object,Monday,T intersection,Other injury accident,60 km/hr,342695,145.10977,-38.154090000000004,Victoria,,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,No,1,0,1,0,0
3475227,T20180023284,2018-11-12,15.15.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,100 km/hr,340180,145.18708999999998,-38.04207,Greater Dandenong City,,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,1,No,2,0,2,0,0
3475228,T20180023286,2018-11-12,17.45.00,Collision with vehicle,Tuesday,T intersection,Other injury accident,60 km/hr,57326,143.86827,-37.55895,Ballarat East,3350,Intersection,BALLARAT,WESTERN REGION,4,2,0,0,2,2,1,3,0,2,2,0,0,0,0,0,0,No,2,0,2,0,0
3475229,T20180023287,2018-11-12,18.19.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,80 km/hr,35597,145.34771999999998,-37.95405,Yarra Ranges Shire,,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,No,2,0,1,1,0
3475230,T20180023288,2018-11-12,19.45.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,60 km/hr,35619,145.21406000000002,-37.98482,Dandenong,3175,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,5,1,0,0,1,4,2,0,0,1,4,0,0,0,0,0,1,No,4,0,4,0,0
3475231,T20180023290,2018-11-12,20.45.00,Struck Pedestrian,Monday,Not at intersection,Other injury accident,50 km/hr,340171,145.01133000000002,-37.88306,Elsternwick,3185,Non-Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,No,1,0,1,0,0
3475232,T20180023294,2018-12-12,00.32.00,Collision with vehicle,Wednesday,T intersection,Other injury accident,60 km/hr,43065,145.217,-37.970290000000006,Dandenong,3175,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3475233,T20180021812,2018-11-21,11.30.00,Collision with vehicle,Wednesday,T intersection,Other injury accident,60 km/hr,38703,144.88658999999998,-37.82076,Yarraville,3013,Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,No,2,0,2,0,0
3475234,T20180021817,2018-11-20,08.50.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,60 km/hr,339434,145.19516000000002,-38.153079999999996,Langwarrin,3910,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,5,1,0,0,1,4,2,3,0,3,2,0,0,0,0,0,0,No,2,0,2,0,0
3475235,T20180021821,2018-11-21,13.35.00,Struck Pedestrian,Wednesday,Not at intersection,Other injury accident,50 km/hr,339769,145.21264,-37.987159999999996,Dandenong,3175,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,No,1,0,1,0,0
3475236,T20180021822,2018-11-21,08.55.00,Collision with vehicle,Wednesday,Cross intersection,Serious injury accident,60 km/hr,53075,143.85894,-37.555659999999996,Soldiers Hill,3350,Intersection,BALLARAT,WESTERN REGION,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,No,2,0,0,0,0
3475237,T20180021823,2018-11-18,09.40.00,Collision with vehicle,Sunday,Not at intersection,Other injury accident,80 km/hr,339483,145.20193,-37.92392,Victoria,,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,1,2,0,0,3,0,0,0,0,0,2,No,3,0,3,0,0
3475238,T20180021826,2018-11-21,07.45.00,Collision with vehicle,Tuesday,Not at intersection,Other injury accident,80 km/hr,342274,144.92803999999998,-37.65591,Meadow Heights,3048,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,2,2,0,0,4,0,0,0,0,0,0,No,4,0,4,0,0
3475239,T20180021827,2018-11-21,11.00.00,Collision with vehicle,Tuesday,Cross intersection,Other injury accident,50 km/hr,340946,143.91741000000002,-35.726690000000005,Kerang,3579,Intersection,GANNAWARRA,NORTHERN REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,1,0,No,2,0,2,0,0
3475240,T20180021830,2018-11-21,10.00.00,Collision with vehicle,Wednesday,Cross intersection,Other injury accident,50 km/hr,43742,144.5833,-37.684509999999996,Melton,3337,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,2,2,0,2,2,0,0,0,0,0,0,No,2,0,2,0,0
